seqID,scaffoldID,gene_start,gene_end,gene_direction,cluster_ID,taxonomic_assignment,metabolic_assignment,gene_info
BLI21_assembly104_000000134173_2,BLI21_assembly104_000000134173,5000,6025,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,hgcA
BLI21_assembly104_000000134173_3,BLI21_assembly104_000000134173,4791,5003,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000136593_1,BLI21_coassembly_000000136593,6104,6379,+,BLI_hgcA_clstr_0014,Actinobacteria,RESP,hgcB
BLI21_coassembly_000000136593_2,BLI21_coassembly_000000136593,5000,6103,+,BLI_hgcA_clstr_0014,Actinobacteria,RESP,hgcA
BLI21_coassembly_000000136593_3,BLI21_coassembly_000000136593,4672,5007,+,BLI_hgcA_clstr_0014,Actinobacteria,RESP,transc_reg_arsR
BLI21_coassembly_000000136593_4,BLI21_coassembly_000000136593,4151,4537,-,BLI_hgcA_clstr_0014,Actinobacteria,RESP,NA
BLI21_coassembly_000000136593_5,BLI21_coassembly_000000136593,2781,3983,-,BLI_hgcA_clstr_0014,Actinobacteria,RESP,NA
BLI21_coassembly_000000136593_6,BLI21_coassembly_000000136593,2168,2710,+,BLI_hgcA_clstr_0014,Actinobacteria,RESP,NA
BLI20_assembly002_000000001377_9,BLI20_assembly002_000000001377,33,1325,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,metal_efflux_RND_adaptor
BLI20_assembly002_000000001377_10,BLI20_assembly002_000000001377,1363,4452,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,metal_efflux_RND_CusA
BLI20_assembly002_000000001377_11,BLI20_assembly002_000000001377,4610,4990,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_assembly002_000000001377_12,BLI20_assembly002_000000001377,5000,5998,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcA
BLI20_assembly002_000000001377_13,BLI20_assembly002_000000001377,6009,6317,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcB
BLI20_assembly002_000000001377_14,BLI20_assembly002_000000001377,6365,6577,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI20_assembly002_000000138189_1,BLI20_assembly002_000000138189,5000,6010,+,BLI_hgcA_clstr_0044,Kiritimatiellae,KIR,hgcA
BLI20_assembly002_000000138189_2,BLI20_assembly002_000000138189,6023,6286,+,BLI_hgcA_clstr_0044,Kiritimatiellae,KIR,hgcB
BLI20_assembly004_000000138481_1,BLI20_assembly004_000000138481,5000,5959,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000014104_1,BLI21_assembly103_000000014104,912,1856,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,metal_efflux_RND_TolC
BLI21_assembly103_000000014104_2,BLI21_assembly103_000000014104,1975,2244,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014104_3,BLI21_assembly103_000000014104,2283,3851,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014104_4,BLI21_assembly103_000000014104,3867,4187,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014104_5,BLI21_assembly103_000000014104,4174,4557,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014104_6,BLI21_assembly103_000000014104,4637,4999,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly103_000000014104_7,BLI21_assembly103_000000014104,5000,5986,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000014104_8,BLI21_assembly103_000000014104,5983,6297,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcB
BLI21_assembly103_000000014104_9,BLI21_assembly103_000000014104,6294,6755,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly103_000000014104_10,BLI21_assembly103_000000014104,6748,6918,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000014335_1,BLI21_assembly106_000000014335,6683,6928,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly106_000000014335_2,BLI21_assembly106_000000014335,6075,6413,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,hgcB
BLI21_assembly106_000000014335_3,BLI21_assembly106_000000014335,5000,6061,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,hgcA
BLI21_assembly106_000000014335_4,BLI21_assembly106_000000014335,4462,4824,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,transc_reg_arsR
BLI21_assembly106_000000014335_5,BLI21_assembly106_000000014335,2979,4004,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly106_000000014335_6,BLI21_assembly106_000000014335,1882,2982,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly106_000000014335_7,BLI21_assembly106_000000014335,1040,1255,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly102_000000014826_1,BLI21_assembly102_000000014826,8368,9558,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,metal_translocating_P_ATPase
BLI21_assembly102_000000014826_2,BLI21_assembly102_000000014826,7875,8315,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly102_000000014826_3,BLI21_assembly102_000000014826,7537,7869,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000014826_4,BLI21_assembly102_000000014826,7057,7515,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly102_000000014826_5,BLI21_assembly102_000000014826,6455,7063,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly102_000000014826_6,BLI21_assembly102_000000014826,6078,6458,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,hgcB
BLI21_assembly102_000000014826_7,BLI21_assembly102_000000014826,5000,6067,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000014826_8,BLI21_assembly102_000000014826,4610,4993,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly102_000000014826_9,BLI21_assembly102_000000014826,4049,4453,-,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000014826_10,BLI21_assembly102_000000014826,3781,4026,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014951_1,BLI21_assembly103_000000014951,2835,3737,-,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014951_2,BLI21_assembly103_000000014951,4034,4438,-,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014951_3,BLI21_assembly103_000000014951,4605,4988,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly103_000000014951_4,BLI21_assembly103_000000014951,5000,6061,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000014951_5,BLI21_assembly103_000000014951,6071,6379,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcB
BLI21_assembly103_000000014951_6,BLI21_assembly103_000000014951,6407,7588,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly103_000000014951_7,BLI21_assembly103_000000014951,7664,7834,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014951_8,BLI21_assembly103_000000014951,7831,8163,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000014951_9,BLI21_assembly103_000000014951,8169,8615,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI20_assembly002_000000150412_1,BLI20_assembly002_000000150412,5000,5761,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,hgcA
BLI20_assembly002_000000150412_2,BLI20_assembly002_000000150412,5758,6072,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,hgcB
BLI20_assembly002_000000150412_3,BLI20_assembly002_000000150412,6069,6224,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000153980_1,BLI21_assembly106_000000153980,5000,5866,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000153980_2,BLI21_assembly106_000000153980,4566,4949,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000153980_3,BLI21_assembly106_000000153980,4302,4502,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000154963_1,BLI21_assembly103_000000154963,6085,6366,+,BLI_hgcA_clstr_0036,Verrucomicrobiae,RESP,hgcB
BLI21_assembly103_000000154963_2,BLI21_assembly103_000000154963,5000,6052,+,BLI_hgcA_clstr_0036,Verrucomicrobiae,RESP,hgcA
BLI21_assembly102_000000015583_1,BLI21_assembly102_000000015583,3920,4984,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly102_000000015583_2,BLI21_assembly102_000000015583,5000,6034,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000015583_3,BLI21_assembly102_000000015583,6031,6312,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,hgcB
BLI21_assembly102_000000015583_4,BLI21_assembly102_000000015583,6318,7181,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000015583_5,BLI21_assembly102_000000015583,7250,8665,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000015583_6,BLI21_assembly102_000000015583,8809,9477,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000015684_6,BLI21_coassembly_000000015684,9361,10137,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000015684_7,BLI21_coassembly_000000015684,8216,9364,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000015684_8,BLI21_coassembly_000000015684,6264,8219,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000015684_9,BLI21_coassembly_000000015684,5000,5956,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000015684_10,BLI21_coassembly_000000015684,4121,4924,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000015684_11,BLI21_coassembly_000000015684,2024,3913,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000015684_12,BLI21_coassembly_000000015684,647,2005,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001584_1,BLI21_assembly106_000000001584,6742,6918,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000001584_2,BLI21_assembly106_000000001584,6294,6755,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000001584_3,BLI21_assembly106_000000001584,5983,6297,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000001584_4,BLI21_assembly106_000000001584,5000,5986,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000001584_5,BLI21_assembly106_000000001584,4637,4999,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000001584_6,BLI21_assembly106_000000001584,4174,4557,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001584_7,BLI21_assembly106_000000001584,3867,4133,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001584_8,BLI21_assembly106_000000001584,2385,3851,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001584_9,BLI21_assembly106_000000001584,1330,1944,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001584_10,BLI21_assembly106_000000001584,985,1245,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_HTH
BLI21_assembly105_000000001587_1,BLI21_assembly105_000000001587,6683,6928,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly105_000000001587_2,BLI21_assembly105_000000001587,6075,6413,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,hgcB
BLI21_assembly105_000000001587_3,BLI21_assembly105_000000001587,5000,6061,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,hgcA
BLI21_assembly105_000000001587_4,BLI21_assembly105_000000001587,4462,4824,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,transc_reg_arsR
BLI21_assembly105_000000001587_5,BLI21_assembly105_000000001587,2979,4004,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly105_000000001587_6,BLI21_assembly105_000000001587,1882,2982,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly105_000000001587_7,BLI21_assembly105_000000001587,899,1255,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_assembly106_000000001611_8,BLI21_assembly106_000000001611,3576,5003,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001611_9,BLI21_assembly106_000000001611,5000,5992,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000001611_10,BLI21_assembly106_000000001611,5980,6273,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000001611_11,BLI21_assembly106_000000001611,6266,8233,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001611_12,BLI21_assembly106_000000001611,8262,9785,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000001611_13,BLI21_assembly106_000000001611,9782,10585,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI20_assembly004_000000016181_1,BLI20_assembly004_000000016181,4593,5003,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_assembly004_000000016181_2,BLI20_assembly004_000000016181,5000,6049,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,hgcA
BLI20_assembly004_000000016181_3,BLI20_assembly004_000000016181,6091,7335,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,hgcB
BLI20_assembly002_000000161823_1,BLI20_assembly002_000000161823,5000,5950,+,BLI_hgcA_clstr_0067,Desulfobacterota,SRB,hgcA
BLI21_assembly105_000000164796_1,BLI21_assembly105_000000164796,5000,6088,+,BLI_hgcA_clstr_0017,Actinobacteria,FERM,hgcA
BLI21_assembly106_000000166029_1,BLI21_assembly106_000000166029,5000,6076,+,BLI_hgcA_clstr_0009,Firmicutes,FERM,hgcA
BLI21_assembly106_000000166029_2,BLI21_assembly106_000000166029,6120,6419,+,BLI_hgcA_clstr_0009,Firmicutes,FERM,hgcB
BLI21_assembly105_000000166731_1,BLI21_assembly105_000000166731,5000,5944,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,hgcA
BLI21_assembly105_000000166731_2,BLI21_assembly105_000000166731,4494,4967,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI21_assembly106_000000000169_18,BLI21_assembly106_000000000169,10128,10847,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_19,BLI21_assembly106_000000000169,9494,10117,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_20,BLI21_assembly106_000000000169,9067,9456,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000000169_21,BLI21_assembly106_000000000169,7094,9031,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_22,BLI21_assembly106_000000000169,6836,7012,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_23,BLI21_assembly106_000000000169,6394,6675,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_24,BLI21_assembly106_000000000169,6068,6394,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000000169_25,BLI21_assembly106_000000000169,5000,6058,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000000169_26,BLI21_assembly106_000000000169,4604,4996,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000000169_27,BLI21_assembly106_000000000169,2896,4458,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_28,BLI21_assembly106_000000000169,1900,2598,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_29,BLI21_assembly106_000000000169,1412,1831,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000169_30,BLI21_assembly106_000000000169,1167,1400,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000174084_1,BLI20_assembly002_000000174084,5000,5902,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,hgcA
BLI21_coassembly_000000017500_4,BLI21_coassembly_000000017500,1028,1354,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000017500_5,BLI21_coassembly_000000017500,1359,2396,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017500_6,BLI21_coassembly_000000017500,2448,2681,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017500_7,BLI21_coassembly_000000017500,2729,3244,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017500_8,BLI21_coassembly_000000017500,3325,4026,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017500_9,BLI21_coassembly_000000017500,4049,4453,-,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017500_10,BLI21_coassembly_000000017500,4610,4993,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000017500_11,BLI21_coassembly_000000017500,5000,6067,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000017500_12,BLI21_coassembly_000000017500,6078,6458,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000017500_13,BLI21_coassembly_000000017500,6455,7531,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000017500_14,BLI21_coassembly_000000017500,7553,7885,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017500_15,BLI21_coassembly_000000017500,7891,8331,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000017500_16,BLI21_coassembly_000000017500,8384,10621,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,metal_translocating_P_ATPase
BLI21_coassembly_000000017507_4,BLI21_coassembly_000000017507,8150,9733,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017507_5,BLI21_coassembly_000000017507,6207,8147,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017507_6,BLI21_coassembly_000000017507,5000,5992,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000017507_7,BLI21_coassembly_000000017507,3579,5003,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017507_8,BLI21_coassembly_000000017507,3448,3579,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017507_9,BLI21_coassembly_000000017507,2672,3451,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017507_10,BLI21_coassembly_000000017507,1293,2675,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000017507_11,BLI21_coassembly_000000017507,400,1296,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_35,BLI21_coassembly_000000001753,898,1257,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_36,BLI21_coassembly_000000001753,1321,1554,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_37,BLI21_coassembly_000000001753,1562,2044,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_38,BLI21_coassembly_000000001753,2105,2482,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_39,BLI21_coassembly_000000001753,2498,3865,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_40,BLI21_coassembly_000000001753,3935,4576,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_41,BLI21_coassembly_000000001753,4662,5003,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000001753_42,BLI21_coassembly_000000001753,5000,6025,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000001753_43,BLI21_coassembly_000000001753,6033,6341,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000017579_1,BLI21_assembly106_000000017579,3010,4131,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_assembly106_000000017579_2,BLI21_assembly106_000000017579,4128,4970,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_assembly106_000000017579_3,BLI21_assembly106_000000017579,5000,6094,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,hgcA
BLI21_assembly106_000000017579_4,BLI21_assembly106_000000017579,6280,7836,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI20_coassembly_000000178286_1,BLI20_coassembly_000000178286,4581,4877,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,NA
BLI20_coassembly_000000178286_2,BLI20_coassembly_000000178286,5000,6250,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,hgcA
BLI20_coassembly_000000178286_3,BLI20_coassembly_000000178286,6256,6531,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,hgcB
BLI20_coassembly_000000178286_4,BLI20_coassembly_000000178286,6562,6693,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,NA
BLI21_assembly104_000000001797_8,BLI21_assembly104_000000001797,1167,1400,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_9,BLI21_assembly104_000000001797,1412,1831,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_10,BLI21_assembly104_000000001797,1900,2598,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_11,BLI21_assembly104_000000001797,2896,4458,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_12,BLI21_assembly104_000000001797,4604,4996,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly104_000000001797_13,BLI21_assembly104_000000001797,5000,6058,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcA
BLI21_assembly104_000000001797_14,BLI21_assembly104_000000001797,6068,6394,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcB
BLI21_assembly104_000000001797_15,BLI21_assembly104_000000001797,6394,6675,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_16,BLI21_assembly104_000000001797,6836,7012,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_17,BLI21_assembly104_000000001797,7094,9031,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_18,BLI21_assembly104_000000001797,9067,9456,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly104_000000001797_19,BLI21_assembly104_000000001797,9494,10117,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000001797_20,BLI21_assembly104_000000001797,10128,10742,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018480_3,BLI21_coassembly_000000018480,10129,10917,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018480_4,BLI21_coassembly_000000018480,9142,10119,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018480_5,BLI21_coassembly_000000018480,8086,9126,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018480_6,BLI21_coassembly_000000018480,7652,8089,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000018480_7,BLI21_coassembly_000000018480,6328,7509,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000018480_8,BLI21_coassembly_000000018480,6001,6315,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000018480_9,BLI21_coassembly_000000018480,5000,6004,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000018480_10,BLI21_coassembly_000000018480,4629,5003,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000018480_11,BLI21_coassembly_000000018480,4183,4476,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018480_12,BLI21_coassembly_000000018480,2280,4181,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018594_2,BLI21_coassembly_000000018594,1333,1782,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_3,BLI21_coassembly_000000018594,1791,1916,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_4,BLI21_coassembly_000000018594,1997,3010,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_5,BLI21_coassembly_000000018594,3010,4131,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
